partner_type,link
partnership,https://www.weforum.org/organizations/hindustan-construction-company-ltd
partnership,https://www.weforum.org/organizations/heidrick-struggles
partnership,https://www.weforum.org/organizations/heineken-nv
partnership,https://www.weforum.org/organizations/henry-schein-inc
partnership,https://www.weforum.org/organizations/hero-group
partnership,https://www.weforum.org/organizations/hines
partnership,https://www.weforum.org/organizations/lafargeholcim-ltd
partnership,https://www.weforum.org/organizations/hologic
partnership,https://www.weforum.org/organizations/hp-trust
partnership,https://www.weforum.org/organizations/htc-via
partnership,https://www.weforum.org/organizations/iberdrola
partnership,https://www.weforum.org/organizations/ifood
partnership,https://www.weforum.org/organizations/illumina
partnership,https://www.weforum.org/organizations/indian-oil-corporation
partnership,https://www.weforum.org/organizations/kadin
partnership,https://www.weforum.org/organizations/indus-group
partnership,https://www.weforum.org/organizations/industrial-development-corporation-of-south-africa-ltd-idc
partnership,https://www.weforum.org/organizations/ikea-group
partnership,https://www.weforum.org/organizations/inmarsat-global
partnership,https://www.weforum.org/organizations/intercorp
partnership,https://www.weforum.org/organizations/international-finance-corporation-ifc
partnership,https://www.weforum.org/organizations/intesa-sanpaolo-spa
partnership,https://www.weforum.org/organizations/investcorp
partnership,https://www.weforum.org/organizations/investec-ltd
partnership,https://www.weforum.org/organizations/iqvia
partnership,https://www.weforum.org/organizations/iron-mountain-information-management
partnership,https://www.weforum.org/organizations/japan-bank-for-international-cooperation-jbic
partnership,https://www.weforum.org/organizations/grupo-jbs-friboi-sa
partnership,https://www.weforum.org/organizations/jera
partnership,https://www.weforum.org/organizations/jeronimo-martins-sgps-sa
partnership,https://www.weforum.org/organizations/jhsf
partnership,https://www.weforum.org/organizations/jsw-group
partnership,https://www.weforum.org/organizations/jubilant-bhartia-group
partnership,https://www.weforum.org/organizations/kaiser-foundation-health-plan-inc
partnership,https://www.weforum.org/organizations/koc-holding-as
partnership,https://www.weforum.org/organizations/kohlberg-kravis-roberts-co-l-p
partnership,https://www.weforum.org/organizations/korea-zinc
partnership,https://www.weforum.org/organizations/the-kuwaiti-danish-dairy-company-kcsc
partnership,https://www.weforum.org/organizations/lg-chem
partnership,https://www.weforum.org/organizations/lgt-group-foundation
partnership,https://www.weforum.org/organizations/liberty-global-europe-bv
partnership,https://www.weforum.org/organizations/lippo-group
partnership,https://www.weforum.org/organizations/lloyds-banking-group-plc
partnership,https://www.weforum.org/organizations/london-stock-exchange-group
partnership,https://www.weforum.org/organizations/louis-dreyfus-group
partnership,https://www.weforum.org/organizations/manchester-united
partnership,https://www.weforum.org/organizations/manulife-financial
partnership,https://www.weforum.org/organizations/marriott-international-inc
partnership,https://www.weforum.org/organizations/mayo-clinic
partnership,https://www.weforum.org/organizations/medtronic-inc
partnership,https://www.weforum.org/organizations/mitsubishi-chemical-holdings-corporation
partnership,https://www.weforum.org/organizations/mitsui-co-ltd
partnership,https://www.weforum.org/organizations/mitsui-o-s-k-lines-f2c3f37177
partnership,https://www.weforum.org/organizations/mizuho-financial-group-inc
partnership,https://www.weforum.org/organizations/moelis-company
partnership,https://www.weforum.org/organizations/misk
partnership,https://www.weforum.org/organizations/mori-building-co-ltd
partnership,https://www.weforum.org/organizations/msd
partnership,https://www.weforum.org/organizations/mtn-group
partnership,https://www.weforum.org/organizations/mtr-corporation
partnership,https://www.weforum.org/organizations/the-bank-of-tokyo-mitsubishi-ufj-ltd
partnership,https://www.weforum.org/organizations/multichoice-group
partnership,https://www.weforum.org/organizations/nasdaq-inc
partnership,https://www.weforum.org/organizations/naspers-limited
partnership,https://www.weforum.org/organizations/naturgy
partnership,https://www.weforum.org/organizations/nec-corporation
partnership,https://www.weforum.org/organizations/neom
partnership,https://www.weforum.org/organizations/neusoft-corporation
partnership,https://www.weforum.org/organizations/the-new-york-times
partnership,https://www.weforum.org/organizations/newmont-mining-corporation
partnership,https://www.weforum.org/organizations/nielsen
partnership,https://www.weforum.org/organizations/nikkei-inc
partnership,https://www.weforum.org/organizations/nomura-holdings-inc
partnership,https://www.weforum.org/organizations/nutrien
partnership,https://www.weforum.org/organizations/nyse
partnership,https://www.weforum.org/organizations/ocp-group
partnership,https://www.weforum.org/organizations/oerlikon-management
partnership,https://www.weforum.org/organizations/olayan-financing-company
partnership,https://www.weforum.org/organizations/old-mutual-2ebc7418-7da0-4281-8a1a-15cdb32b6d9c
partnership,https://www.weforum.org/organizations/omnicom-group-inc
partnership,https://www.weforum.org/organizations/ontario-teachers-pension-plan
partnership,https://www.weforum.org/organizations/orsted
partnership,https://www.weforum.org/organizations/pag
partnership,https://www.weforum.org/organizations/panasonic-connect
partnership,https://www.weforum.org/organizations/pensiondanmark
partnership,https://www.weforum.org/organizations/permira-advisers-llp
partnership,https://www.weforum.org/organizations/the-perot-companies
partnership,https://www.weforum.org/organizations/petronas-petroliam-nasional
partnership,https://www.weforum.org/organizations/pg-e
partnership,https://www.weforum.org/organizations/pladis-foods
partnership,https://www.weforum.org/organizations/posco-holdings
partnership,https://www.weforum.org/organizations/ppf-group
partnership,https://www.weforum.org/organizations/pzu
partnership,https://www.weforum.org/organizations/qfc
partnership,https://www.weforum.org/organizations/qi-group
partnership,https://www.weforum.org/organizations/rbc-financial-group
partnership,https://www.weforum.org/organizations/recruit-holdings-co
partnership,https://www.weforum.org/organizations/repsol-sa
partnership,https://www.weforum.org/organizations/rge-pte-ltd
partnership,https://www.weforum.org/organizations/rio-tinto-plc
partnership,https://www.weforum.org/organizations/rmz-corp
partnership,https://www.weforum.org/organizations/robert-bosch-gmbh
partnership,https://www.weforum.org/organizations/rockwell-automation
partnership,https://www.weforum.org/organizations/sabanci-holding
partnership,https://www.weforum.org/organizations/sanofi
partnership,https://www.weforum.org/organizations/saudi-arabian-mining-company-maaden
partnership,https://www.weforum.org/organizations/saudi-electricity-company-sec
partnership,https://www.weforum.org/organizations/serum-institute-of-india-ltd
partnership,https://www.weforum.org/organizations/servicenow
partnership,https://www.weforum.org/organizations/shein
partnership,https://www.weforum.org/organizations/sicpa-holding-sa
partnership,https://www.weforum.org/organizations/siemens-energy
partnership,https://www.weforum.org/organizations/philips-lighting
partnership,https://www.weforum.org/organizations/silver-lake-154e4818-cccf-4909-b57e-28d64df19f40
partnership,https://www.weforum.org/organizations/singapore-economic-development-board
partnership,https://www.weforum.org/organizations/skybridge-capital
partnership,https://www.weforum.org/organizations/sm-investments-corporation
partnership,https://www.weforum.org/organizations/snc-lavalin-group-inc
partnership,https://www.weforum.org/organizations/solvay-sa
partnership,https://www.weforum.org/organizations/sompo-holdings
partnership,https://www.weforum.org/organizations/splunk
partnership,https://www.weforum.org/organizations/state-grid-corporation-of-china
partnership,https://www.weforum.org/organizations/state-oil-fund-of-the-republic-of-azerbaijan-sofaz
partnership,https://www.weforum.org/organizations/state-street-corporation
partnership,https://www.weforum.org/organizations/saudi-telecom-group
partnership,https://www.weforum.org/organizations/sumitomo-corporation
partnership,https://www.weforum.org/organizations/sumitomo-mitsui-financial-group-smfg
partnership,https://www.weforum.org/organizations/sysco
partnership,https://www.weforum.org/organizations/tamer-group
partnership,https://www.weforum.org/organizations/tata-sons-ltd
partnership,https://www.weforum.org/organizations/tcl-corporation
partnership,https://www.weforum.org/organizations/td-bank-group
partnership,https://www.weforum.org/organizations/technogym-spa
partnership,https://www.weforum.org/organizations/telefonica-sa
partnership,https://www.weforum.org/organizations/telenor-asa
partnership,https://www.weforum.org/organizations/teneo-holdings
partnership,https://www.weforum.org/organizations/thai-beverage
partnership,https://www.weforum.org/organizations/kirkbi
partnership,https://www.weforum.org/organizations/total
partnership,https://www.weforum.org/organizations/ctrip-com
partnership,https://www.weforum.org/organizations/unicredit-spa
partnership,https://www.weforum.org/organizations/unison-capital-inc
partnership,https://www.weforum.org/organizations/vale
partnership,https://www.weforum.org/organizations/varo
partnership,https://www.weforum.org/organizations/vattenfall-ab
partnership,https://www.weforum.org/organizations/vedanta-resources
partnership,https://www.weforum.org/organizations/velux
partnership,https://www.weforum.org/organizations/vestas-wind-systems-a-s
partnership,https://www.weforum.org/organizations/viking-global-investors-lp
partnership,https://www.weforum.org/organizations/volvo-car-corporation
partnership,https://www.weforum.org/organizations/wal-mart-stores-inc
partnership,https://www.weforum.org/organizations/wesfarmers-limited
partnership,https://www.weforum.org/organizations/western-digital
partnership,https://www.weforum.org/organizations/worldquant-llc
partnership,https://www.weforum.org/organizations/accumulus-tianjin-sharing-economy-information-consulting
partnership,https://www.weforum.org/organizations/zenith-bank-plc
partnership,https://www.weforum.org/organizations/zoom
associate partnership,https://www.weforum.org/organizations/abdul-latif-jameel
associate partnership,https://www.weforum.org/organizations/aboitiz-equity-ventures
associate partnership,https://www.weforum.org/organizations/abu-dhabi-national-oil-company-adnoc
associate partnership,https://www.weforum.org/organizations/acwa-power
associate partnership,https://www.weforum.org/organizations/adq
associate partnership,https://www.weforum.org/organizations/advantage-partners-inc
associate partnership,https://www.weforum.org/organizations/aegon-nv
associate partnership,https://www.weforum.org/organizations/aes-corporation
associate partnership,https://www.weforum.org/organizations/agilent
associate partnership,https://www.weforum.org/organizations/agricultural-bank-of-china
associate partnership,https://www.weforum.org/organizations/air-liquide-sa
associate partnership,https://www.weforum.org/organizations/al-nowais-investments
associate partnership,https://www.weforum.org/organizations/alberta-investment-management-corporation-aimco
associate partnership,https://www.weforum.org/organizations/algebris-investments-uk-llp
associate partnership,https://www.weforum.org/organizations/algihaz
associate partnership,https://www.weforum.org/organizations/alliance-global-group
associate partnership,https://www.weforum.org/organizations/alsara-investment-group
associate partnership,https://www.weforum.org/organizations/alshaya-group
associate partnership,https://www.weforum.org/organizations/amanat-holdings
associate partnership,https://www.weforum.org/organizations/amara-raja-group-of-companies
associate partnership,https://www.weforum.org/organizations/amcor
associate partnership,https://www.weforum.org/organizations/america-movil-sab-de-cv
associate partnership,https://www.weforum.org/organizations/american-heart-association
associate partnership,https://www.weforum.org/organizations/ana-holdings-inc
associate partnership,https://www.weforum.org/organizations/animoca-brands
associate partnership,https://www.weforum.org/organizations/apco-worldwide
associate partnership,https://www.weforum.org/organizations/apex-brasil-trade-and-investment-promotion-agency
associate partnership,https://www.weforum.org/organizations/apg-asset-management
associate partnership,https://www.weforum.org/organizations/apollo-hospitals-entreprise
associate partnership,https://www.weforum.org/organizations/ariston-thermo-spa
associate partnership,https://www.weforum.org/organizations/arup-group-ltd
associate partnership,https://www.weforum.org/organizations/astra
associate partnership,https://www.weforum.org/organizations/astranis
associate partnership,https://www.weforum.org/organizations/augury
associate partnership,https://www.weforum.org/organizations/aurobindo-pharma
associate partnership,https://www.weforum.org/organizations/automatic-data-processing-adp
associate partnership,https://www.weforum.org/organizations/aveva-group
associate partnership,https://www.weforum.org/organizations/avison-young
associate partnership,https://www.weforum.org/organizations/axis-bank
associate partnership,https://www.weforum.org/organizations/ayala-corporation
associate partnership,https://www.weforum.org/organizations/aydem-enerji
associate partnership,https://www.weforum.org/organizations/bahrain-petroleum-company
associate partnership,https://www.weforum.org/organizations/bain-capital
associate partnership,https://www.weforum.org/organizations/baker-hughes
associate partnership,https://www.weforum.org/organizations/baker-mckenzie
associate partnership,https://www.weforum.org/organizations/bakrie-brothers
associate partnership,https://www.weforum.org/organizations/banco-safra-brasil
associate partnership,https://www.weforum.org/organizations/bangchak-petroleum
associate partnership,https://www.weforum.org/organizations/bangkok-bank
associate partnership,https://www.weforum.org/organizations/bank-lombard-odier-co-ltd
associate partnership,https://www.weforum.org/organizations/pt-bank-mandiri-persero-tbk
associate partnership,https://www.weforum.org/organizations/bank-of-china
associate partnership,https://www.weforum.org/organizations/banque-saudi-fransi-bsf
associate partnership,https://www.weforum.org/organizations/baofeng-group
associate partnership,https://www.weforum.org/organizations/benevolentai
associate partnership,https://www.weforum.org/organizations/beximco-group
associate partnership,https://www.weforum.org/organizations/bharat-forge-ltd
associate partnership,https://www.weforum.org/organizations/bidvest-group
associate partnership,https://www.weforum.org/organizations/bitkub
associate partnership,https://www.weforum.org/organizations/boodaicorp-company
associate partnership,https://www.weforum.org/organizations/brand-south-africa
associate partnership,https://www.weforum.org/organizations/brex
associate partnership,https://www.weforum.org/organizations/breyer-capital
associate partnership,https://www.weforum.org/organizations/broadridge-financial-solutions
